target	type	state	attack_type_messy	date_messy	url	year_clean
"
All About Potential Family Chiropractic, Lawrence County
"	Medical	South Dakota	"
Unknown, Ransomware
"	"
February 4th, 2020
"	https://healthitsecurity.com/news/maze-ransomware-hackers-extorting-providers-posting-stolen-health-data	2020
Plastic Surgery Associates of South Dakota	Medical	South Dakota	Ransomware	July 31st, 2017	http://www.healthcareitnews.com/news/ransomware-attack-south-dakota-provider-breaches-data-10000-patients	2017
"
City of Knoxville, Knoxville Police & Fire Department Computer Systems, Knox County
"	Safety	Tennessee	"
Unknown, Ransomware
"	"
June 11th, 2020
"	https://www.wbir.com/article/news/local/city-of-knoxville-computer-network-hit-by-ransomware-attack/51-3302a2bd-8e1f-4387-bf81-a387d20087da	2020
"
Lawrence County Sheriff’s Office, Lawrence County
"	Safety	Tennessee	"
Unknown, Ransomware
"	"
April 28th, 2020
"	https://fox17.com/news/local/lawrence-county-sheriffs-department-e-911-system-attacked-by-computer-virus	2020
"
Coffee County Sheriff’s Department & Jail, Coffee County 
"	Safety	Tennessee	"
Unknown, Ransomware
"	"
April 6th, 2020 
"	https://ontargetnews.com/coffee-county-jail-dealing-with-cyber-and-ransomware-attack/	2020
Spring Hill City & 911	Safety	Tennessee	Ransomware	November 8th, 2017	http://www.wkrn.com/news/cyberattack-hits-city-of-spring-hills-computer-system/1077004235	2017
Henry County 911 Systems	Safety	Tennessee	Ransomware	July 19th, 2017	http://www.parispi.net/news/local_news/article_b8941e24-6cb1-11e7-8821-abac5e9986bd.html	2017
Murfreesboro Police & Fire Dept. Hit	Safety	Tennessee	Ransomware	July 5th, 2017	https://www.tennessean.com/story/news/crime/2017/07/05/murfreesboro-police-fire-computers-infected-virus/453774001/	2017
Dickson Sheriff’s Office Pays Ransom	Safety	Tennessee	Ransomware	November 11th, 2014	https://www.tennessean.com/story/news/local/dickson/2014/11/11/dickson-sheriffs-office-pays-ransom-cyber-criminals/18868325/	2014
"
Montgomery County Government, Montgomery County
"	Government	Tennessee	"
Unknown, Data Breach
"	"
September 25th, 2020
"	https://clarksvillenow.com/local/websites-email-not-available-for-montgomery-county-government/	2020
"
Johnson City & Johnson City Police; Washington, Carter, & Sullivan Counties
"	Government	Tennessee	"
Unknown, Ransomware
"	"
October 21st, 2019 
"	https://www.johnsoncitypress.com/Government/2019/10/21/Johnson-City-suffers-apparent-ransomeware-attack.html?ci=stream&lp=2&p=	2019
" 
Murfreesboro Water Department Bill Payment Portal, Rutherford County 
"	Government	Tennessee	"
Hacking, Other: Website Defacement
"	" 
August 3rd, 2019 
"	https://www.newschannel5.com/news/murfreesboro-water-departments-bill-pay-website-hacked	2019
 City of Collierville, Shelby County 	Government	Tennessee	Unknown, Ransomware 	 July 18th, 2019 	https://www.fox13memphis.com/top-stories/city-of-collierville-attacked-by-ransomware-official-says/968135024	2019
Sevier County	Government	Tennessee	Ransomware	May 24th, 2018	http://www.themountainpress.com/news/cyber-attack-targets-county-computers/article_9db00ed7-55da-5490-bd2f-d5ddf7a24fb3.html	2018
Knox County Election Commission's Website	Government	Tennessee	Hack	April 30th, 2018	https://www.wbir.com/article/news/politics/results-not-impacted-by-cyber-attack-on-knox-co-election-commission/51-547329799	2018
Hendersonville, Sumner County	Government	Tennessee	Phishing	December 15th, 2017	https://www.postandcourier.com/news/mount-pleasant-hit-by-email-phishing-attack/article_fd034a20-e1d8-11e7-ba9a-2389bcfb1b91.html	2017
TN Comptroller’s Office	Government	Tennessee	Hack	July 14th, 2017	http://www.wsmv.com/story/35888707/tn-comptrollers-web-site-hacked	2017
Springfield, Robertson County	Government	Tennessee	Ransomware	September 20th, 2016	https://www.tennessean.com/story/news/local/robertson/2016/09/20/springfield-city-hall-recovers-ransomware-attack/90746176/	2016
Anderson County	Government	Tennessee	Hack	August 10th, 2016	http://www.wate.com/news/local-news/1800-possibly-affected-by-anderson-county-government-computer-breach_20170818074354221/792770746	2016
"
Centerstone of Tennessee, Davidson County
"	Medical	Tennessee	"
Phishing, Data Breach
"	"
October 24th, 2020
"	https://www.wsmv.com/news/centerstone-patients-employees-impacted-by-data-breach/article_834b5910-12ff-11eb-a3b8-2b849597ef36.html	2020
"
Tennessee Orthopaedic Alliance, Davidson County
"	Medical	Tennessee	"
Phishing, Data Breach
"	"
February 26th, 2020
"	https://www.databreaches.net/tennessee-orthopaedic-alliance-notifies-more-than-81000-patients-after-discovering-two-employee-email-accounts-had-been-compromised/	2020
"
SouthEast Eye Specialists Group, Williamson County
"	Medical	Tennessee	"
Phishing, Data Breach
"	"
January 15th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/tennessee-provider-alerts-13-000-patients-of-data-breach.html	2020
 Alive Hospice, Davidson County	Medical	Tennessee	Phishing, Data Breach 	 July 8th, 2019	https://healthitsecurity.com/news/summa-health-alive-hospice-report-data-breaches-from-email-hacks	2019
Aspire Health, Davidson County	Medical	Tennessee	Phishing, Data Breach	September 25th, 2018	https://www.tennessean.com/story/news/health/2018/09/25/nashville-based-aspire-health-hacked-phishing-scheme-lost-health-information/1420135002/	2018
Alive Hospice, Davidson Co.	Medical	Tennessee	Phishing, Data Breach	July 14th, 2018	https://www.databreaches.net/tennessee-hospice-notifying-patients-whose-information-was-accessed-after-employees-fell-for-phishing-attacks/	2018
Smith Dental	Medical	Tennessee	Ransomware	February 7th, 2018	https://www.databreaches.net/tn-smith-dental-notifies-hhs-of-ransomware-attacking-affecting-1500/	2018
Decatur General Hospital	Medical	Tennessee	Cryptomining/Hack	February 7th, 2018	https://www.databreaches.net/tennessee-hospital-notifies-24000-patients-after-emr-system-attacked-with-cryptocurrency-mining-software/	2018
Medhost Website	Medical	Tennessee	Ransomware	December 19th, 2017	http://histalk2.com/2017/12/19/news-122017/	2017
PrimaryCare Specialists, Inc.	Medical	Tennessee	Ransomware	February 27th, 2017	http://www.localmemphis.com/news/local-news/patients-concerned-after-medical-records-hacked-at-memphis-doctors-office/710560757	2017
"
Pellissippi State Community College impacted by ransomware attack, Knox County
"	Education	Tennessee	"
Unknown, Ransomware
"	"
December 7th, 2021
"	https://www.databreaches.net/tn-pellissippi-state-community-college-impacted-by-ransomware-attack/	2021
"
Tennessee Wesleyan University, McMinn County
"	Education	Tennessee	"
Unknown, Ransomware
"	"
January 25th, 2021
"	https://www.dailypostathenian.com/news/article_8eabb310-4295-5949-9634-f5f85819352e.html	2021
 Columbia State Community College, Maury County 	Education	Tennessee	 Phishing, Malware 	 February 26th, 2019 	https://www.columbiadailyherald.com/news/20190226/computer-virus-forces-columbia-state-to-close	2019
 Pellissippi State Community College, Knox County 	Education	Tennessee	 Phishing, Data Breach 	 February 4th, 2019 	https://www.knoxnews.com/story/news/education/2019/02/04/pellissippi-state-hack-student-data-breach-email/2766450002/	2019
 Pellissippi State Community College, Knox County 	Education	Tennessee	Phishing, Data Breach	 February 5th, 2019 	https://www.thedailytimes.com/news/pellissippi-state-community-college-reveals-data-breach/article_e056f291-c168-5b45-a494-885b96e3b5f6.html	2019
East Tennessee State University, Washington County	Education	Tennessee	Phishing, Data Breach	November 19th, 2018	https://www.wjhl.com/local/etsu-employees-potentially-affected-by-data-breach-connected-to-phishing-scam/1606803834	2018
Jefferson County Schools, Jefferson Co. 	Education	Tennessee	Phishing, Other	July 25th, 2018	https://www.citizentribune.com/news/local/jefferson-schools-email-targeted-in-cyber-attack/article_19276f6a-902a-11e8-89a2-3bc7c6e36006.html	2018
Southern College of Optometry, Shelby Co.	Education	Tennessee	Phishing, Data Breach	July 20th, 2018	http://ago.vermont.gov/blog/2018/07/25/southern-college-of-optometry-security-breach-notice-to-consumers/	2018
TN Ready Online testing & Questar	Education	Tennessee	Hack	April 17th, 2018	http://www.timesfreepress.com/news/breakingnews/story/2018/apr/17/tennessee-education-commissioner-tnready-online-test-may-have-experienced-deliberate-attack/468512/	2018
Maury County Public Schools District	Education	Tennessee	Ransomware	January 5th, 2018	http://www.columbiadailyherald.com/news/20180105/mcps-experiences-cyber-attack	2018
Vanderbilt University	Education	Tennessee	Hack	January 17th, 2017	https://www.tennessean.com/story/news/education/2017/01/17/vanderbilt-printers-churned-out-anti-semitic-fliers-after-suspected-hack/96677604/	2017
"
1.8 TB of Police Helicopter Surveillance Footage Leaks Online, Dallas County
"	Safety	Texas	"
Hacking, Data Breach
"	"
November 5th, 2021
"	https://www.wired.com/story/ddosecrets-police-helicopter-data-leak/	2021
"
The Austin Regional Intelligence Center, Travis County
"	Safety	Texas	"
Hacking, Data Breach
"	"
June 22nd, 2020
"	https://www.wired.com/story/blueleaks-anonymous-law-enforcement-hack/	2020
"
University of Texas at Arlington Law Enforcement Officer Data, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Irving Law Enforcement Officer Data, Dallas County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Arlington Law Enforcement Officer Data, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Fort Worth Law Enforcement Officer Data, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Saginaw Law Enforcement Officer Data, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Tarrant County Constables, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Fort Worth Federal Marshals, Tarrant County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Texas Department of Public Safety, Travis County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Hood County Sheriff’s Office, Hood County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Memorial Villages Police Department, Harris County
"	Safety	Texas	"
Hacking, Data Breach
"	"
July 24th, 2020
"	https://www.governing.com/security/200-Police-Department-Fusion-Centers-Hacked-in-June.html	2020
"
Cooke County Sheriff's Office, Cooke County
"	Safety	Texas	"
Unknown, Ransomware
"	"
July 6th, 2020
"	https://www.gainesvilleregister.com/news/local_news/breaking-sheriffs-office-hit-by-cyberattack/article_8b62e2ca-bfa9-11ea-8d0d-3f80e5109611.html	2020
"
City of Austin Government & Police Department Websites, Travis County

"	Safety	Texas	"
Hacking, Other

"	"
June 4th, 2020
"	https://www.kxan.com/news/local/austin/city-of-austin-websites-down-hackers-anonymous-taking-credit/	2020
" 
City of Robstown Police Department, Nueces County
"	Safety	Texas	"
Hacking, Ransomware
"	" 
September 13th, 2019 
"	https://www.caller.com/story/news/crime/2019/09/13/robstown-police-evidence-reports-lost-during-data-breach/2315030001/	2019
" 
Vernon Police Department, Wilbarger County 
"	Safety	Texas	"
Unknown, Ransomware 
"	" 
August 20th, 2019 
"	https://www.texomashomepage.com/news/local-news/hacker-targets-two-texoma-government-entities/	2019
" 
Graham Police Department, Young County 
"	Safety	Texas	"
Unknown, Ransomware 
"	" 
August 20th, 2019 
"	https://www.grahamleader.com/news/cyber-attack-hits-gpd-friday	2019
" 
Bonham Police Department, Fannin County 
"	Safety	Texas	"
Unknown, Ransomware 
"	" 
August 20th, 2019 
"	https://www.kxii.com/content/news/Local-governments-on-edge-after-state-wide-coordinated-ransomware-attack-554989871.html	2019
" 
Robertson County Sheriff's Office, Robertson County 
"	Safety	Texas	"
Unknown, Ransomware 
"	" 
August 21st, 2019 
"	https://www.kbtx.com/content/news/Local-IT-departments-on-alert-as-agencies-including-Robertson-County-Sheriffs-Office-hacked-557926521.html	2019
" 
City of Wilmer & City of Wilmer Police Department, Dallas County 
 "	Safety	Texas	"
Unknown, Ransomware 
"	" 
August 21st, 2019 
 "	https://dfw.cbslocal.com/2019/08/21/dallas-county-city-wilmer-operating-ransomware-attack/	2019
 Jackson County Government Systems, Jackson County Sheriff’s Office 	Safety	Texas	Phishing, Ransomware 	 June 30th, 2019 	https://www.victoriaadvocate.com/counties/jackson/hackers-hold-jackson-county-computers-ransom-for-undisclosed-amount-of/article_046e6d1e-8316-11e9-97be-b70449000d28.html	2019
 Potter County Government Systems, Potter Co. 	Safety	Texas	Unknown/Malware 	 April 22nd, 2019 	https://www.myhighplains.com/news/local-news/officials-potter-county-computer-virus-not-affecting-early-voting/1945442527	2019
"
Fisher County Sheriff’s Office, Fisher County 
"	Safety	Texas	" 
Phishing, Ransomware
"	" 
March 29th, 2019 
"	https://www.fishercountychronicle.com/articles/2019/03/29/fisher-county-sheriff%E2%80%98s-office-network-held-ransom	2019
"
City of Lancaster Emergency Outdoor Warning Sirens, Dallas County 
"	Safety	Texas	"
Hacking, Other 
"	"
March 12th, 2018 
"	https://www.dallasnews.com/news/weather/2019/03/12/sirens-blare-glitch-warning-system-awakens-residents-lancaster-desoto	2018
 Bexar County Sheriff’s Office, Bexar County 	Safety	Texas	Hacking, Other  	 January 29th, 2019	https://foxsanantonio.com/news/local/bexar-county-election-hacked	2019
Lamar County Sheriff's Department, Lamar County	Safety	Texas	Hacking, Ransomware	January 10th, 2019	https://www.zdnet.com/article/what-happens-when-the-cops-get-hit-with-malware-too/	2019
City of Dallas & Dispatch System	Safety	Texas	Virus	February 5th, 2018	https://www.dallasnews.com/news/dallas/2018/02/05/virus-attacks-dallas-computer-system-slowing-services	2018
Columbus Police Department	Safety	Texas	Hack	May 30th, 2017	http://www.coloradocountycitizen.com/news/article_d50c5734-4573-11e7-85a1-6f5896362b4b.html	2017
Malfunction of 156 Outdoor Dallas sirens	Safety	Texas	Hack	April 9th, 2017	http://www.routefifty.com/public-safety/2017/04/dallas-emergency-sirens-hacker/136872/	2017
Cockrell Hill Police 	Safety	Texas	Ransomware	January 25th, 2017	http://www.wfaa.com/news/local/cockrell-hill-police-lose-years-worth-of-evidence-in-ransom-hacking/392673232	2017
Palm Hill Police Department	Safety	Texas	Ransomware	September 21st, 2016	http://www.krgv.com/story/33153212/palmhurst-police-department-avoids-data-loss	2016
"
Hackers breached computer network at key US port but did not disrupt operations, Harris County
"	Government	Texas	"
Hacking, Other
"	"
September 29th, 2021
"	https://www.cnn.com/2021/09/23/politics/suspected-foreign-hack-houston/index.html	2021
